,id,title,overview,release_date,popularity,vote_average,vote_count
3704,528949,The Photographer of Mauthausen,"Spanish photographer Francesc Boix, imprisoned in the Mauthausen-Gusen concentration camp, works in the SS Photographic Service. Between 1943 and 1945, he hides, with the help of other prisoners, thousands of negatives, with the purpose of showing the freed world the atrocities committed by the Nazis, exhaustively documented. He will be a key witness during the Nuremberg Trials.",2018-10-26,1.1679,6.958,731
3705,11227,Angel-A,A beautiful and mysterious woman helps an inept scam artist get his game together... but is their meeting purely coincidence?,2005-12-21,3.8456,6.957,770
3706,2048,"I, Robot","In 2035, where robots are commonplace and abide by the three laws of robotics, a technophobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.",2004-07-15,8.351,6.958,12396
3707,74306,God Bless America,"Fed up with the cruelty and stupidity of American culture, an unlikely duo goes on a killing spree, killing reality TV stars, bigots and others they find repugnant.",2012-05-11,5.5931,6.957,1026
3708,43923,It's Kind of a Funny Story,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,2010-10-08,1.0695,6.957,2415
3709,13198,Wristcutters: A Love Story,"Zia, distraught over breaking up with his girlfriend, decides to end it all. Unfortunately, he discovers that there is no real ending, only a run-down afterlife that is strikingly similar to his old one, just a bit worse. Discovering that his ex-girlfriend has also ""offed"" herself, he sets out on a road trip to find her.",2007-10-19,0.9329,6.957,601
3710,11916,Two Mules for Sister Sara,"When a wandering mercenary named Hogan rescues a nun called Sister Sara from the unwanted attentions of a band of rogues on the Mexican plains, he has no idea what he has let himself in for. Their chance encounter results in the blowing up of a train and a French garrison, as well as igniting a spark between them that survives a shocking discovery.",1970-03-02,2.9263,6.957,636
3711,9045,Amen.,"Kurt Gerstein—a member of the Institute for Hygiene of the Waffen-SS—is appalled to discover that a poison gas he helped discover is being used to kill Jews. Driven by his conscience to alert the rest of the world, Gerstein teams up with a young Jesuit priest, Riccardo Fontana, but their protestations fall on deaf ears in the Vatican.",2002-02-27,4.4257,6.957,364
3712,9007,Just Like Heaven,"Shortly after David Abbott moves into his new San Francisco digs, he has an unwelcome visitor on his hands: winsome Elizabeth Masterson, who asserts that the apartment is hers -- and promptly vanishes. When she starts appearing and disappearing at will, David thinks she's a ghost, while Elizabeth is convinced she's alive.",2005-09-16,2.8858,6.955,2506
3713,9542,The Hitcher,"On a stormy night, young Jim, who transports a luxury car from Chicago to California to deliver it to its owner, feeling tired and sleepy, picks up a mysterious hitchhiker, who has appeared out of nowhere, thinking that a good conversation will help him not to fall asleep. He will have enough time to deeply regret such an unmeditated decision.",1986-01-17,2.4213,6.956,1013
3714,564,The Mummy,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,1999-04-16,16.1424,6.957,9688
3715,320,Insomnia,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,2002-05-24,9.0266,6.956,5116
3716,917496,Beetlejuice Beetlejuice,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Betelgeuse, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.",2024-09-04,8.6568,6.953,2937
3717,175112,Tinker Bell and the Pirate Fairy,"Zarina, a smart and ambitious dust-keeper fairy who’s captivated by Blue Pixie Dust and its endless possibilities, flees Pixie Hollow and joins forces with the scheming pirates of Skull Rock, who make her captain of their ship. Tinker Bell and her friends must embark on an epic adventure to find Zarina, and together they go sword-to-sword with the band of pirates led by a cabin boy named James, who’ll soon be known as Captain Hook himself.",2014-02-13,4.3403,7.0,1051
3718,8195,Ronin,"A briefcase with undisclosed contents – sought by Irish terrorists and the Russian mob – makes its way into criminals' hands. An Irish liaison assembles a squad of mercenaries, or 'ronin', and gives them the thorny task of recovering the case.",1998-09-25,8.6335,6.955,2564
3719,511809,West Side Story,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",2021-12-08,14.0236,6.95,1723
3720,29987,Facing Windows,"Overburdened and stuck in a greying marriage, Giovanna takes to caring for a Jewish Holocaust survivor her husband brings home. As she begins to reflect on her life, she turns to the man who lives across from her.",2003-02-27,0.8186,6.954,327
3721,11509,Silverado,"Four unwitting heroes cross paths on their journey to the sleepy town of Silverado. Little do they know the town where their family and friends reside has been taken over by a corrupt sheriff and a murderous posse. It's up to the sharp-shooting foursome to save the day, but first they have to break each other out of jail, and learn who their real friends are.",1985-07-10,3.0258,6.954,782
3722,3053,The Fearless Vampire Killers,"A noted professor and his dim-witted apprentice fall prey to their inquiring vampires, while on the trail of the ominous damsel in distress.",1967-11-13,2.2267,6.954,803
3723,339692,Shot Caller,A newly-released prison gangster is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,2017-07-07,4.7313,6.953,2159
3724,17445,Green Lantern: First Flight,"Test pilot Hal Jordan finds himself recruited as the newest member of the intergalactic police force, The Green Lantern Corps.",2009-07-28,1.1246,6.953,483
3725,11367,Odds and Evens,A bumbling government agent recruits a trucker whose gambling knowledge can help crack an illegal Florida operation.,1978-10-28,0.0958,6.951,430
3726,274870,Passengers,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",2016-12-21,5.5801,6.952,13954
3727,227973,The Peanuts Movie,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest.",2015-11-05,3.2061,7.0,1754
3728,972533,Last Breath,Seasoned deep-sea divers battle the raging elements to rescue their crewmate trapped hundreds of feet below the ocean's surface.,2025-02-27,4.0926,6.941,557
3729,718032,Licorice Pizza,"The story of Gary Valentine and Alana Kane growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.",2021-11-26,4.2424,6.951,2541
3730,508935,The Eight Hundred,"In 1937, eight hundred Chinese soldiers fight under siege from a warehouse in the middle of the Shanghai battlefield, completely surrounded by the Japanese army.",2020-08-14,5.7255,6.951,309
3731,491926,Resistance,The story of mime Marcel Marceau as he works with a group of Jewish boy scouts and the French Resistance to save the lives of ten thousand orphans during World War II.,2020-03-27,1.0926,6.951,456
3732,412117,The Secret Life of Pets 2,"Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.",2019-05-24,5.1815,6.951,3259
3733,12149,Frailty,"A mysterious man arrives at the offices of an FBI agent and recounts his childhood: how his religious fanatic father received visions telling him to kill people who were in fact ""demons.""",2002-04-12,2.4644,6.951,1266
3734,458723,Us,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.",2019-03-14,5.9037,6.95,7873
